,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,year,age_ok
1278,Invalid,australia,Swimming,25,Shark involvement prior to death was not confirmed,Jan,Unknown,M,Unspecified,1963,25.0
1279,Unprovoked,south africa,"Free diving, hunting crayfish",27,1 m shark,Jan,N,M,Unspecified,1963,27.0
1280,Unprovoked,south africa,Spearfishing,24,"Zambesi shark, 2 m [6'9""] ",Jan,N,M,Unspecified,1963,24.0
1281,Unprovoked,australia,Spearfishing,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M,White shark,1962,16.0
1282,Unprovoked,usa,Spearfishing / Scuba diving (at surface),24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M,White shark,1962,24.0
1283,Unprovoked,mexico,Wading,32,2.7 m [9'] shark,Oct,Y,M,Unspecified,1962,32.0
1284,Unprovoked,british west indies,Spearfishing,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M,Unspecified,1962,24.0
1286,Provoked,papua new guinea,Fishing,49,"""A long thin brown-colored shark""",Aug,N,M,Unspecified,1962,49.0
1287,Provoked,usa,Diving for abalone,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M,Unspecified,1962,39.0
1288,Unprovoked,usa,Surf fishing in waist-deep water,40,Unknown,Aug,Y,M,Unspecified,1962,40.0
1289,Unprovoked,usa,Standing,24,1.8 m [6'] shark,Aug,N,M,Unspecified,1962,24.0
1290,Provoked,usa,Fishing for albacore,19,Blue shark,Jul,N,M,Unspecified,1962,19.0
1291,Unprovoked,usa,Rolled off raft,11,1.8 m [6'] shark,Jun,N,M,Unspecified,1962,11.0
1292,Provoked,usa,"Scuba diving, attempting to catch a captive shark",55," Sevengill  shark, 1.2 m [4'] ",Jun,N,M,Unspecified,1962,55.0
1293,Unprovoked,south africa,Wading,13,"Zambesi shark, 1.2 m [4'] ",Apr,N,M,Unspecified,1962,13.0
1294,Unprovoked,papua new guinea,Swimming,10,Possibly a bronze whaler shark,Mar,Y,M,Unspecified,1962,10.0
1295,Unprovoked,south africa,Treading water,13,"White shark, 3 m ",Feb,Y,M,White shark,1962,13.0
1296,Unprovoked,australia,Swimming,35,60 cm  shark ,Feb,N,M,Unspecified,1962,35.0
1297,Unprovoked,new zealand,Splashing ,18,1.5 m [5'] shark,Jan,N,M,Unspecified,1962,18.0
1298,Invalid,south africa,"Fishing, slipped on rocks & fell into sea",40,Shark involvement prior to death was not confirmed,Jan,Unknown,M,Unspecified,1962,40.0
1299,Unprovoked,usa,Spearfishing / Scuba diving (at surface),29,"White shark, 4 m [13'] ",Jan,N,M,White shark,1962,29.0
1300,Unprovoked,australia,Surfing,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M,Unspecified,1962,19.0
1301,Unprovoked,papua new guinea,Spearfishing,24,White shark,Jan,N,M,White shark,1962,24.0
1302,Unprovoked,new zealand,Surf fishing,54,"36""  shark",Jan,N,F,Unspecified,1962,54.0
1303,Unprovoked,marshall islands,Fishing with hand net in 2' of water,57,1.8 m [6'] shark,Jan,N,M,Unspecified,1962,57.0
1304,Unprovoked,australia,Standing,18,3 m [10'] shark,Dec,Y,F,Unspecified,1961,18.0
1305,Unprovoked,australia,Standing,24,3 m [10'] shark,Dec,N,M,Unspecified,1961,24.0
1306,Unprovoked,south africa,Treading water,18,Zambesi shark,Dec,N,M,Unspecified,1961,18.0
1307,Provoked,australia,Spearfishing,23,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M,Grey shark,1961,23.0
1308,Unprovoked,australia,"Surfing, pushing board ashore",22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M,Unspecified,1961,22.0
1309,Unprovoked,australia,Swimming with other crew near wharf,17,1.8 m [6'] shark,Dec,N,M,Unspecified,1961,17.0
1310,Unprovoked,croatia,Swimming,19,White shark,Sep,Y,M,White shark,1961,19.0
1311,Unprovoked,usa,Swimming,16,"White shark, 4 m [13'] ",Aug,N,M,White shark,1961,16.0
1312,Unprovoked,usa,Wading,19,White shark,Aug,N,M,White shark,1961,19.0
1313,Unprovoked,usa,"Net fishing, picking catch from the net",38,2.4 m [8'] shark,Aug,N,M,Unspecified,1961,38.0
1314,Provoked,usa,Spearfishing,57,"43"" shark",Jul,N,M,Unspecified,1961,57.0
1316,Unprovoked,usa,Free diving for abalone,20,White shark,May,N,M,White shark,1961,20.0
1317,Unprovoked,usa,Walking in chest-deep water,52,"Hammerhead shark, 500-llb ",May,N,M,Unspecified,1961,52.0
1318,Invalid,usa,Splashing ,10,Shark involvement not confirmed,Apr,Unknown,M,Unspecified,1961,10.0
1319,Unprovoked,mozambique,Swimming,37,Zambesi shark,Apr,N,M,Unspecified,1961,37.0
1320,Unprovoked,australia,"Checking fish traps, fell into the water",40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M,Unspecified,1961,40.0
1321,Unprovoked,mozambique,"Swimming, using bundles of sticks as raft",38,Zambesi shark,Apr,Y,M,Unspecified,1961,38.0
1322,Unprovoked,australia,Swimming,24,3 m [10'] shark,Mar,N,M,Unspecified,1961,24.0
1323,Unprovoked,australia,Spearfishing,21,"White shark, 3.7 m [12'] ",Mar,N,M,White shark,1961,21.0
1324,Unprovoked,north pacific ocean,Free diving,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,N,M,Grey shark,1961,33.0
1325,Unprovoked,south africa,"Spearfishing, shark grabbed his white t-shirt and towed him ",27,1.5 m [5'] shark,Feb,N,M,Unspecified,1961,27.0
1326,Unprovoked,south africa,Swimming,14,"2.1 m [7'], 90-kg shark",Feb,Y,M,Unspecified,1961,14.0
1327,Unprovoked,south africa,Swimming,15,White shark,Jan,N,M,White shark,1961,15.0
1328,Provoked,australia,Collecting aquarium specimens,27,"Wobbegong shark, 1.5 m [5'] ",Jan,N,M,Unspecified,1961,27.0
1329,Unprovoked,south africa,Standing,13,"White shark, based on bite pattern",Jan,N,M,White shark,1961,13.0
1330,Unprovoked,south africa,Swimming,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,Y,M,White shark,1960,25.0
1331,Unprovoked,australia,"Fishing, when line became snagged on rock & he dived into water to free it ",33,"Grey nurse shark, 1m ",Dec,N,M,Grey shark,1960,33.0
1332,Unprovoked,australia,Swimming,41,3' shark,Nov,N,M,Unspecified,1960,41.0
1333,Provoked,usa,Holding shark on leader & dangling it above the water,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,N,M,Lemon shark,1960,15.0
1334,Provoked,usa,"Fishing, tossing netted shark onboard",41,"""sand shark""",Jul,N,M,Unspecified,1960,41.0
1335,Unprovoked,usa,Scuba diving,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,N,M,Unspecified,1960,39.0
1336,Unprovoked,bermuda,Free diving but treading water at surface,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,N,M,Unspecified,1960,25.0
1337,Unprovoked,usa,Swimming ,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,N,F,White shark,1960,16.0
1338,Unprovoked,south africa,Treading water,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,N,M,White shark,1960,16.0
1339,Unprovoked,usa,Skindiving for abalone (but at surface),48,"White shark, 4.9 m [16'] ",Apr,N,M,White shark,1960,48.0
1340,Invalid,bermuda,Floating on a raft,"21, 34,24 & 35",Questionable incident,Apr,Unknown,M,Unspecified,1960,21.0
1341,Unprovoked,australia,Surfing,17,"White shark, 3.7 m [12'] ",Apr,N,M,White shark,1960,17.0
1342,Unprovoked,usa,Treading water,42,"1.2 m [4'], possibly  larger shark",Mar,N,M,Unspecified,1960,42.0
1343,Unprovoked,australia,"Wading, fishing for flounder",30 & 32,Two 2.1 m [7'] sharks,Feb,N,M,Unspecified,1960,30.0
1344,Invalid,usa,Spearfishing,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,Unknown,M,Unspecified,1960,36.0
1345,Unprovoked,australia,Free diving,13,Bull shark,Jan,Y,M,Bull shark,1960,13.0
1346,Unprovoked,australia,Body surfing,19,3.5 m [11.5'] shark,Nov,N,M,Unspecified,1959,19.0
1347,Unprovoked,australia,Standing in chest-deep water,17,"""a small shark""",Nov,N,M,Unspecified,1959,17.0
1348,Unprovoked,australia,Trailing the field in a surf race,19,3 m to 4.3 m [10' to 14'] shark,Nov,N,M,Unspecified,1959,19.0
1349,Unprovoked,usa,Swimming at surface through school of feeding 2.5' to 5 sharks,21,"Blue shark, 1.5 m [5'] ",Nov,N,M,Unspecified,1959,21.0
1350,Unprovoked,usa,Diving for abalone,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,N,M,White shark,1959,30.0
1352,Sea Disaster,usa,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,N,M,Unspecified,1959,30.0
1353,Invalid,philippines,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,10,Shark involvement prior to death was not confirmed,Aug,Unknown,M,Unspecified,1959,10.0
1354,Unprovoked,japan,Swimming,13 or 18,"Blue shark, 3 m [10']",Aug,Y,M,Unspecified,1959,13.0
1355,Unprovoked,usa,Spearfishing (but on surface),25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,N,M,Unspecified,1959,25.0
1356,Unprovoked,usa,Free diving for abalone,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,Y,M,White shark,1959,33.0
1357,Unprovoked,usa,Treading water,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,Y,M,White shark,1959,18.0
1358,Unprovoked,usa,Spearfishing,19,"Tiger shark, 3.7 m [12']",May,N,M,Tiger shark,1959,19.0
1359,Unprovoked,south africa,Treading water,14,1.8 to 2.1 m [6' to 7'] shark,Feb,N,M,Unspecified,1959,14.0
1360,Unprovoked,australia,Working prawn net,20,"Grey nurse shark, 1.8 m [6']",Jan,N,M,Grey shark,1959,20.0
1361,Unprovoked,australia,In deep water about 100 yards from his ship,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,Y,M,Unspecified,1959,22.0
1362,Unprovoked,australia,"Surfing, but treading water",17,1.8 m [6'] shark,Jan,N,M,Unspecified,1959,17.0
1363,Unprovoked,south africa,Swimming,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,N,M,White shark,1959,18.0
1364,Unprovoked,usa,Surfing on air mattress,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,Y,M,Tiger shark,1958,15.0
1365,Unprovoked,american samoa,Cleaning hull of ship ,22,Tiger shark,Dec,Y,M,Tiger shark,1958,22.0
1366,Unprovoked,australia,Swimming,21,12' shark,Nov,Y,M,Unspecified,1958,21.0
1367,Unprovoked,bahamas,Fishing,42,200-lb shark,Sep,N,M,Unspecified,1958,42.0
1368,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,Tiger shark,1958,12.0
1369,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,Tiger shark,1958,8.0
1370,Sea Disaster,pacific ocean,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,31,Sharks averaged 1.8 m [6'] in length,Jul,N,M,Unspecified,1958,31.0
1371,Provoked,usa,Free diving,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,N,M,Unspecified,1958,20.0
1373,Provoked,usa,Wading,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,N,M,Unspecified,1958,59.0
1374,Unprovoked,usa,Walking,17,Tiger shark?,Jun,N,M,Tiger shark,1958,17.0
1375,Unprovoked,taiwan,Diving,29,"Mako shark, 100-kg [221-lb] ",Apr,N,M,Unspecified,1958,29.0
1376,Unprovoked,south africa,Paddling in knee-deep water,28,3 m [10'] shark,Apr,Y,F,Unspecified,1958,28.0
1377,Unprovoked,south africa,Swimming with goggles,29,3 m [10'] shark,Apr,Y,M,Unspecified,1958,29.0
1378,Unprovoked,australia,Body surfing,14,6' shark,Jan,N,M,Unspecified,1958,14.0
1379,Unprovoked,south africa,Standing,14,1.8 m [6'] shark,Dec,N,F,Unspecified,1957,14.0
1380,Unprovoked,south africa,Floating,23,>3 m [10'] shark,Dec,Y,M,Unspecified,1957,23.0
1381,Unprovoked,usa,Swimming,57,White shark,Jul,Y,M,White shark,1957,57.0
1382,Unprovoked,australia,Competing in spearfishing championship & towing dead fish,28,4.6 m [15'] shark,May,N,M,Unspecified,1957,28.0
1383,Unprovoked,usa,Swimming,25,White shark,Apr,Y,M,White shark,1957,25.0
1384,Provoked,usa,Standing,17,4 m [13'] shark,Apr,N,M,Unspecified,1957,17.0
1385,Unprovoked,australia,Swimming between  anchored  pearling luggers,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,N,M,Unspecified,1957,22.0
1386,Unprovoked,papua new guinea,Spearfishing,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,Y,M,Unspecified,1956,19.0
1387,Unprovoked,senegal,"Skindiving, fish at belt",19,Lemon shark,Oct,N,M,Lemon shark,1956,19.0
1388,Unprovoked,usa,Swimming near pier,10,"White shark, 2.7 m [9'] ",Aug,N,M,White shark,1956,10.0
1389,Unprovoked,australia,"Swimming, attacked at  surf carnival",26,3.7 m [12'] shark & may have been another shark nearby,Mar,Y,M,Unspecified,1956,26.0
1390,Unprovoked,australia,Diving into water,15,1.8 m [6'] shark,Feb,Y,M,Unspecified,1956,15.0
1391,Unprovoked,papua new guinea,Swimming,8,Wobbegong shark,Nov,N,M,Unspecified,1955,8.0
1392,Unprovoked,american samoa,Swimming,28,Blue shark,Aug,Y,M,Unspecified,1955,28.0
1393,Unprovoked,usa,Spearfishing,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,N,M,White shark,1955,19.0
1394,Unprovoked,australia,Swimming,25,3.6 m  white shark  (or bronze whaler),Feb,Y,M,Unspecified,1955,25.0
1395,Unprovoked,australia,Hunting lobsters in 2.4 m of water,13,"Bronze whaler shark,3.7 m [12'] ",Jan,Y,M,Unspecified,1955,13.0
1396,Unprovoked,australia,Pearl diving from lugger Whyalla,30,2.4 m [8']  shark,Jun,N,M,Unspecified,1954,30.0
1397,Unprovoked,argentina,Floating,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,N,M,White shark,1954,18.0
1398,Unprovoked,papua new guinea,Crouching in the water,26,14' shark,Jan,N,M,Unspecified,1954,26.0
1400,Unprovoked,usa,Spearfishing,15,3 m [10'] shark seen in vicinity,Jul,Y,M,Unspecified,1953,15.0
1401,Unprovoked,australia,Spearfishing,25,Wobbegong shark,Feb,N,M,Unspecified,1953,25.0
1402,Unprovoked,australia,"Fishing, setting nets",25,2.4 m [8'] shark,Dec,N,M,Unspecified,1952,25.0
1405,Unprovoked,south africa,Swimming,23,"White shark, 1.8 m [6'] ",Nov,N,M,White shark,1951,23.0
1406,Unprovoked,south africa,Treading water,24,"White shark, 2.4 m [8'] ",Nov,N,M,White shark,1951,24.0
1407,Provoked,australia,Fell off surf ski,23,"Wobbegong shark, 4'",Mar,N,M,Unspecified,1951,23.0
1408,Unprovoked,south africa,Body surfing,31,136-kg [300-lb] shark,Feb,N,M,Unspecified,1951,31.0
1409,Unprovoked,australia,Body surfing,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,N,M,White shark,1950,21.0
1410,Unprovoked,usa,Body surfing / treading water,31,White shark,Oct,N,M,White shark,1950,31.0
1411,Unprovoked,australia,Fishing,25,4' shark,Oct,N,M,Unspecified,1950,25.0
1412,Provoked,el salvador,Jerked overboard while pole fishing for tuna,27,"1,100-lb shark",Aug,N,M,Unspecified,1950,27.0
1413,Unprovoked,south africa,Body surfing,14,"White shark, 3.7 m [12']  according to witnesses",Feb,Y,M,White shark,1950,14.0
1415,Unprovoked,australia,Free diving or wading back to shore,36,6' shark,Nov,N,M,Unspecified,1949,36.0
1416,Unprovoked,australia,Bathing in water 0.9 m deep,13,"3.3 m [10'9""] shark",Apr,Y,M,Unspecified,1949,13.0
1417,Unprovoked,australia,Lifesaving exhibition,20,"White shark, 3.6 m [11'9""] ",Jan,Y,M,White shark,1949,20.0
1418,Invalid,australia,Surfing,32,Invalid,Jan,Unknown,M,Unspecified,1949,32.0
1419,Unprovoked,greece,Swimming,17,Said to be 6.4 m [21'] shark,Sep,Y,M,Unspecified,1948,17.0
1421,Unprovoked,australia,Fishing,9,Grey nurse shark,Dec,N,M,Grey shark,1947,9.0
1422,Unprovoked,usa,Swimming,20,Possibly C. leucas,Aug,Y,M,Unspecified,1947,20.0
1423,Unprovoked,south africa,Treading water,21,"1.5 m, 45-kg shark",Apr,N,M,Unspecified,1947,21.0
1424,Unprovoked,south africa,Treading water,22,"Blacktip shark, 2 m [6.75'] ",Mar,N,M,Unspecified,1947,22.0
1425,Unprovoked,south africa,Treading water,18,>1.6 m shark,Jan,N,M,Unspecified,1947,18.0
1426,Unprovoked,australia,Swimming after a tennis ball,30,4.3 m [14'] shark,Aug,Y,M,Unspecified,1946,30.0
1427,Unprovoked,australia,Standing,18,"White shark, 4.2 m [13'9""] ",Feb,N,M,White shark,1946,18.0
1428,Unprovoked,south africa,Jumping in swells,18,1.5 m [5'] shark,Jan,N,M,Unspecified,1946,18.0
1429,Unprovoked,south africa,Walking,37,Thought to involve a Zambesi shark,Mar,N,M,Unspecified,1945,37.0
1432,Unprovoked,panama,Dived overboard to check propeller of US Navy motor torpedo boat,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,Y,M,White shark,1943,20.0
1434,Unprovoked,australia,Dog paddling or standing,15,Bull shark,Dec,Y,F,Bull shark,1942,15.0
1435,Unprovoked,south africa,Swimming ,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,Y,M,White shark,1942,18.0
1436,Unprovoked,australia,Treading water,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,N,M,Tiger shark,1942,24.0
1437,Unprovoked,australia,Swimming,28,"Bull shark, 4 m [13'] ",Jan,Y,F,Bull shark,1942,28.0
1439,Provoked,usa,Fishing from 32' boat,43,2.1 m [7'] shark,Jun,N,M,Unspecified,1941,43.0
1440,Provoked,usa,Fishing,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,N,M,Unspecified,1941,53.0
1441,Unprovoked,south africa,Treading water,25,"White shark, species identity confirmed by tooth pattern",Mar,Y,M,White shark,1940,25.0
1442,Unprovoked,south africa,Swimming,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,Y,M,White shark,1940,17.0
1443,Unprovoked,australia,Swimming,13,3 m [10'] shark,Jan,Y,M,Unspecified,1940,13.0
1444,Unprovoked,south africa,Swimming ,18,2.4 m [8'] shark,Jan,Y,M,Unspecified,1940,18.0
1445,Unprovoked,australia,Swimming ,20,2.6 m [8.5'] shark landed 2 hours later,Dec,Y,M,Unspecified,1939,20.0
1446,Provoked,bahamas,"Dress diving, filming shark & pulling it through the water for a motion picture scene",38,"Nurse shark, 2.1 m [7']",Jul,N,M,Unspecified,1939,38.0
1447,Provoked,australia,Fishing,18,"Tiger shark, 6'",Oct,N,M,Tiger shark,1938,18.0
1448,Unprovoked,iraq,"Swimming, naked",9 or 10,Bull shark,May,N,M,Bull shark,1938,9.0
1449,Invalid,australia,Diving off jetty,24,Questionable incident,Jan,Unknown,M,Unspecified,1938,24.0
1450,Unprovoked,australia,Swimming ,25,Tiger shark,Oct,Y,M,Tiger shark,1937,25.0
1451,Unprovoked,australia,Swimming ,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,Y,M,Tiger shark,1937,18.0
1452,Unprovoked,australia,"Diving from the lugger San, operated by the Protector of the Aborigines",38,"Tiger shark, 9' to 10' ",Aug,N,M,Tiger shark,1937,38.0
1453,Unprovoked,australia,"Refused permission to cross on the ferry, he was swimming across the river",33,2 days later a 600-lb shark was caught 100 yards from the site,May,Y,M,Unspecified,1937,33.0
1454,Unprovoked,australia,Swimming,32,White shark,Feb,Y,M,White shark,1937,32.0
1455,Unprovoked,usa,Swimming crawl stroke,16,White shark (identified by Dr. Hugh Smith) ,Jul,Y,M,White shark,1936,16.0
1456,Unprovoked,australia,Diving for trochus,16,"Tiger shark, 4.6 m [15'] ",Apr,N,M,Tiger shark,1936,16.0
1457,Unprovoked,australia,Swimming,14,White shark,Feb,Y,M,White shark,1936,14.0
1458,Unprovoked,australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",13,White shark,Jan,Y,M,White shark,1936,13.0
1459,Unprovoked,australia,"Fell overboard, hanging onto lifebuoy",38,3.7 m [12'] shark,Aug,Y,M,Unspecified,1935,38.0
1460,Unprovoked,australia,Swimming,27,"White shark, 4 m [13'] ",Mar,Y,M,White shark,1935,27.0
1461,Unprovoked,australia,Standing,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,Y,M,White shark,1935,22.0
1462,Unprovoked,australia,Splashing,13,"Tiger shark, 1.5 m [5'] ",Dec,N,F,Tiger shark,1934,13.0
1463,Unprovoked,australia,Swimming in waist-deep water ,15,4.3 m [14'] shark seen in vicinity,Apr,Y,M,Unspecified,1934,15.0
1464,Unprovoked,australia,Swimming in hip-deep water,17,4 m [13'] shark seen in vicinity,Mar,Y,M,Unspecified,1934,17.0
1465,Unprovoked,australia,Swimming on sandbar adjacent to channel,22,4.3 m [14'] shark seen in area previous week,Jan,N,M,Unspecified,1934,22.0
1466,Unprovoked,australia,Swimming,24,Thought to involve a mako or grey nurse shark,Oct,N,M,Unspecified,1932,24.0
1468,Invalid,australia,Swimming ,39,Shark involvement prior to death unconfirmed,Feb,Unknown,M,Unspecified,1931,39.0
1469,Unprovoked,australia,Swimming,18,1.5 m [5'] shark,Jan,N,M,Unspecified,1931,18.0
1470,Unprovoked,australia,Diving off pier & treading water,18,White shark 4.9 m [16'] ,Feb,Y,M,White shark,1930,18.0
1471,Unprovoked,south africa,Swimming,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,N,M,White shark,1930,23.0
1472,Provoked,australia,Standing in knee-deep water,19,"Grey nurse shark, 4' ",Apr,N,M,Grey shark,1929,19.0
1473,Unprovoked,australia,Swimming,39,Galapagos shark,Feb,Y,M,Unspecified,1929,39.0
1474,Unprovoked,australia,Body surfing,14,12' shark,Jan,Y,M,Unspecified,1929,14.0
1475,Unprovoked,panama,Swimming,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,Y,M,Unspecified,1928,17.0
1476,Unprovoked,australia,Bathing,15,4' shark,Apr,N,M,Unspecified,1928,15.0
1478,Unprovoked,south africa,Swimming,17,"White shark, 4.4 m [14.5'] . ",Dec,Y,M,White shark,1927,17.0
1479,Unprovoked,australia,Body surfing / treading water,17,Grey nurse shark?,Mar,N,M,Grey shark,1927,17.0
1480,Unprovoked,australia,Swimming,15,3.7 m [12'] shark,Jan,Y,M,Unspecified,1927,15.0
1481,Unprovoked,australia,Bathing,17,"Grey nurse shark, 4'",Oct,N,M,Grey shark,1926,17.0
1482,Unprovoked,italy,Swimming,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,Y,M,Unspecified,1926,20.0
1483,Unprovoked,usa,Swimming with dog near canning factory,15,1.5 m [5'] white shark or sevengill shark,Jul,N,M,Unspecified,1926,15.0
1484,Unprovoked,australia,Floating on his back,55,"Tiger shark, 4 m [13'] female",Nov,Y,M,Tiger shark,1925,55.0
1486,Unprovoked,australia,Had just dived into water & was swimming,16,3 m [10'] shark,Jan,Y,M,Unspecified,1924,16.0
1487,Unprovoked,australia,Bathing in 3' to 4' of water,19,"2.7 m [9'] ""blue"" shark",Dec,Y,M,Unspecified,1922,19.0
1488,Unprovoked,jamaica,Swimming,19,6' shark,May,Y,M,Unspecified,1922,19.0
1489,Unprovoked,south africa,Swimming,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,N,M,White shark,1922,18.0
1490,Unprovoked,australia,Bathing in knee-deep water,21,"White shark, 2.4 m [8'] ",Mar,Y,M,White shark,1922,21.0
1491,Unprovoked,australia,Swimming,18,White shark,Feb,Y,M,White shark,1922,18.0
1492,Unprovoked,australia,Wading,13,12' shark,Jan,Y,M,Unspecified,1919,13.0
1493,Unprovoked,usa,Swimming,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,Y,M,Unspecified,1916,24.0
1494,Unprovoked,australia,Swimming,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,Y,M,Unspecified,1912,21.0
1495,Unprovoked,south africa,Washing horses,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,Y,M,Unspecified,1906,30.0
1496,Unprovoked,australia,Bathing,40,5' shark,Mar,N,M,Unspecified,1905,40.0
1497,Unprovoked,south africa,Swimming,29,White shark,Jul,Y,M,White shark,1901,29.0
1498,Unprovoked,australia,Bathing,19,10' to 12' shark,Nov,N,M,Unspecified,1997,19.0
1499,Provoked,australia,Fishing,21,12' shark,Mar,N,M,Unspecified,1997,21.0
1500,Unprovoked,australia,Swimming,12,Bull shark,Nov,Y,M,Bull shark,1997,12.0
1501,Unprovoked,india,Standing,35,Identified as C. gangeticus by Dr. J. Fayrer,May,Y,M,Unspecified,1997,35.0
1504,Provoked,england,Fishing,,,Sep,Y,M,,1997,28.07
1506,Boat,australia,Fishing,,,May,N,,,1997,28.07
1507,Unprovoked,Unknown,Swimming,,,Jul,Y,M,,1997,28.07
1510,Unprovoked,jamaica,Swimming,,,Dec,Y,M,,1997,28.07
1511,Sea Disaster,martinique,,,,Mar,Y,M,,1997,28.07
1512,Unprovoked,usa,Swimming,,,Aug,Y,M,,1997,28.07
1521,Unprovoked,usa,Swimming,,,Jul,Y,M,,1997,28.07
1525,Unprovoked,Unknown,Swimming,,,Dec,Y,M,,1997,28.07
1530,Unprovoked,barbados,Swimming,19,,Mar,N,M,,1997,19.0
